gene,ENSEMBL,chr,gene_biotype
RPL10AP13,ENSG00000267585,18,pseudo
LOC105372061,ENSG00000278464,18,ncRNA
MAPRE2,ENSG00000166974,18,protein-coding
ZNF397,ENSG00000186812,18,protein-coding
ZSCAN30,ENSG00000186814,18,protein-coding
ZNF24,ENSG00000172466,18,protein-coding
ZNF396,ENSG00000186496,18,protein-coding
RPL7AP67,ENSG00000239683,18,pseudo
INO80C,ENSG00000153391,18,protein-coding
GALNT1,ENSG00000141429,18,protein-coding
MIR3975,ENSG00000283514,18,ncRNA
MIR187,ENSG00000207797,18,ncRNA
MIR3929,ENSG00000265641,18,ncRNA
LOC105372066,ENSG00000267627,18,ncRNA
C18orf21,ENSG00000141428,18,protein-coding
RPRD1A,ENSG00000141425,18,protein-coding
SLC39A6,ENSG00000141424,18,protein-coding
ELP2,ENSG00000134759,18,protein-coding
COSMOC,ENSG00000260552,18,ncRNA
MOCOS,ENSG00000075643,18,protein-coding
FHOD3,ENSG00000134775,18,protein-coding
TPGS2,ENSG00000134779,18,protein-coding
KIAA1328,ENSG00000150477,18,protein-coding
LOC105372069,ENSG00000267039,18,ncRNA
CELF4,ENSG00000101489,18,protein-coding
LOC105372068,ENSG00000267202,18,ncRNA
LOC124904288,ENSG00000285940,18,ncRNA
MIR4318,ENSG00000266530,18,ncRNA
RPL12P40,ENSG00000243516,18,pseudo
RN7SKP182,ENSG00000222704,18,pseudo
RNU6-706P,ENSG00000253038,18,pseudo
MIR924HG,ENSG00000267374,18,ncRNA
LOC101927879,ENSG00000283458,18,ncRNA
RPL7AP66,ENSG00000175886,18,pseudo
MIR924,ENSG00000283615,18,ncRNA
MIR5583-2,ENSG00000283645,18,ncRNA
MIR5583-1,ENSG00000266148,18,ncRNA
RNU6-1242P,ENSG00000212354,18,pseudo
LINC01901,ENSG00000267413,18,ncRNA
LINC01902,ENSG00000283503,18,ncRNA
LINC01477,ENSG00000261715,18,ncRNA
RPL17P45,ENSG00000267664,18,pseudo
KC6,ENSG00000267313,NA,ncRNA
PIK3C3,ENSG00000078142,18,protein-coding
LINC00907,ENSG00000267586,18,ncRNA
RNA5SP454,ENSG00000253040,18,pseudo
RIT2,ENSG00000152214,18,protein-coding
SYT4,ENSG00000132872,18,protein-coding
RNA5SP455,ENSG00000202060,18,pseudo
KRT8P5,ENSG00000267573,18,pseudo
LINC01478,ENSG00000267337,18,ncRNA
MLECP1,ENSG00000277899,18,pseudo
SETBP1-DT,ENSG00000267414,18,ncRNA
SETBP1,ENSG00000152217,18,protein-coding
MIR4319,ENSG00000265957,18,ncRNA
SLC14A2,ENSG00000132874,18,protein-coding
LOC112268408,ENSG00000284955,NA,ncRNA
SLC14A1,ENSG00000141469,18,protein-coding
SIGLEC15,ENSG00000197046,18,protein-coding
EPG5,ENSG00000152223,18,protein-coding
PSTPIP2,ENSG00000152229,18,protein-coding
RN7SKP26,ENSG00000222179,18,pseudo
LOC100422497,ENSG00000267293,18,pseudo
RNY4P37,ENSG00000252034,18,pseudo
ATP5F1A,ENSG00000152234,18,protein-coding
HAUS1,ENSG00000152240,18,protein-coding
RNU6-1278P,ENSG00000251939,18,pseudo
ARK2N,ENSG00000152242,18,protein-coding
ARK2C,ENSG00000141622,18,protein-coding
LOXHD1,ENSG00000167210,18,protein-coding
ST8SIA5,ENSG00000101638,18,protein-coding
RPS21P6,ENSG00000240983,18,pseudo
ST8SIA5-DT,ENSG00000270112,18,ncRNA
PIAS2,ENSG00000078043,18,protein-coding
KATNAL2,ENSG00000167216,18,protein-coding
ELOA2,ENSG00000206181,18,protein-coding
HDHD2,ENSG00000167220,18,protein-coding
IER3IP1,ENSG00000134049,18,protein-coding
SKOR2,ENSG00000215474,18,protein-coding
RNU6-1131P,ENSG00000201825,18,pseudo
MIR4527HG,ENSG00000267761,18,ncRNA
MIR4527,ENSG00000266582,18,ncRNA
SMAD2,ENSG00000175387,18,protein-coding
MTCO2P2,ENSG00000267541,18,pseudo
ZBTB7C,ENSG00000184828,18,protein-coding
RNU6-708P,ENSG00000206944,18,pseudo
ZBTB7C-AS2,ENSG00000280197,18,ncRNA
RNA5SP456,ENSG00000200872,18,pseudo
CTIF,ENSG00000134030,18,protein-coding
MIR4743,ENSG00000266276,18,ncRNA
LOC105372107,ENSG00000267762,18,ncRNA
SMAD7,ENSG00000101665,18,protein-coding
DYM-AS1,ENSG00000264269,18,ncRNA
DYM,ENSG00000141627,18,protein-coding
MIR4744,ENSG00000263849,18,ncRNA
C18orf32,ENSG00000177576,18,protein-coding
RPL17-C18orf32,ENSG00000215472,18,protein-coding
MIR1539,ENSG00000284239,18,ncRNA
RPL17,ENSG00000265681,18,protein-coding
SNORD58A,ENSG00000206602,18,snoRNA
SNORD58B,ENSG00000271982,18,snoRNA
SRP72P1,ENSG00000265182,18,pseudo
LINC02837,ENSG00000264464,18,ncRNA
LIPG,ENSG00000101670,18,protein-coding
SMUG1P1,ENSG00000267444,18,pseudo
ACAA2,ENSG00000167315,18,protein-coding
SCARNA17,ENSG00000267322,18,ncRNA
MYO5B,ENSG00000167306,18,protein-coding
RNA5SP457,ENSG00000200527,18,pseudo
ADAD1P2,ENSG00000267511,18,pseudo
MIR4320,ENSG00000283343,18,ncRNA
RN7SL310P,ENSG00000240663,18,pseudo
CFAP53,ENSG00000172361,18,protein-coding
MBD1,ENSG00000141644,18,protein-coding
CXXC1,ENSG00000154832,18,protein-coding
RNA5SP458,ENSG00000251997,18,pseudo
SKA1,ENSG00000154839,18,protein-coding
RPLP0P11,ENSG00000239780,18,pseudo
MAPK4,ENSG00000141639,18,protein-coding
MRO,ENSG00000134042,18,protein-coding
HNRNPA3P16,ENSG00000267233,18,pseudo
RPL17P46,ENSG00000239689,18,pseudo
ME2,ENSG00000082212,18,protein-coding
ELAC1,ENSG00000141642,18,protein-coding
SMAD4,ENSG00000141646,18,protein-coding
MEX3C,ENSG00000176624,18,protein-coding
RNU1-46P,ENSG00000207154,18,pseudo
LINC01630,ENSG00000227115,18,ncRNA
LOC100422053,ENSG00000265712,18,pseudo
RPS8P3,ENSG00000215457,18,pseudo
DCC,ENSG00000187323,18,protein-coding
VN1R76P,ENSG00000273762,18,pseudo
MIR4528,ENSG00000263872,18,ncRNA
LINC01917,ENSG00000260433,18,ncRNA
LINC01919,ENSG00000263438,18,ncRNA
MBD2,ENSG00000134046,18,protein-coding
SNORA37,ENSG00000207233,18,snoRNA
POLI,ENSG00000101751,18,protein-coding
STARD6,ENSG00000174448,18,protein-coding
C18orf54,ENSG00000166845,18,protein-coding
CUPIN1P,ENSG00000283613,18,pseudo
DYNAPP2,ENSG00000267428,18,pseudo
DYNAP,ENSG00000178690,18,protein-coding
RAB27B,ENSG00000041353,18,protein-coding
RPSAP57,ENSG00000267524,18,pseudo
CCDC68,ENSG00000166510,18,protein-coding
LINC01929,ENSG00000267013,18,ncRNA
RNA5SP459,ENSG00000252437,18,pseudo
TCF4,ENSG00000196628,18,protein-coding
TCF4-AS1,ENSG00000267028,18,ncRNA
MIR4529,ENSG00000264571,18,ncRNA
RPL21P126,ENSG00000242320,18,pseudo
LOC105372126,ENSG00000267284,18,ncRNA
LINC01416,ENSG00000260930,18,ncRNA
LINC01905,ENSG00000267057,18,ncRNA
LOC124904363,ENSG00000201816,18,snoRNA
LINC03069,ENSG00000267712,18,ncRNA
LOC105372132,ENSG00000267732,18,ncRNA
TXNL1,ENSG00000091164,18,protein-coding
WDR7,ENSG00000091157,18,protein-coding
LOC124904382,ENSG00000212539,18,pseudo
LINC-ROR,ENSG00000258609,18,ncRNA
BOD1L2,ENSG00000228075,18,protein-coding
LINC02565,ENSG00000267726,18,ncRNA
RNU6-737P,ENSG00000202240,18,pseudo
ST8SIA3,ENSG00000177511,18,protein-coding
ONECUT2,ENSG00000119547,18,protein-coding
FECH,ENSG00000066926,18,protein-coding
NARS1,ENSG00000134440,18,protein-coding
ATP8B1-AS1,ENSG00000267040,18,ncRNA
ATP8B1,ENSG00000081923,18,protein-coding
RNU6-742P,ENSG00000202159,18,pseudo
NEDD4L,ENSG00000049759,18,protein-coding
LOC105372143,ENSG00000267743,18,ncRNA
MIR122HG,ENSG00000267391,18,ncRNA
MIR122,ENSG00000284440,18,ncRNA
MIR3591,ENSG00000207778,18,ncRNA
ALPK2,ENSG00000198796,18,protein-coding
LOC105372145,ENSG00000267579,18,ncRNA
LINC03110,ENSG00000275418,18,ncRNA
MALT1-AS1,ENSG00000267226,18,ncRNA
MALT1,ENSG00000172175,18,protein-coding
LOC105372146,ENSG00000267476,18,ncRNA
RNU6-219P,ENSG00000201598,18,pseudo
LINC01926,ENSG00000267593,18,ncRNA
LOC124900406,ENSG00000199713,18,snoRNA
ZNF532,ENSG00000074657,18,protein-coding
RNU2-69P,ENSG00000251870,18,pseudo
SEC11C,ENSG00000166562,18,protein-coding
GRP,ENSG00000134443,18,protein-coding
RAX,ENSG00000134438,18,protein-coding
CPLX4,ENSG00000166569,18,protein-coding
LMAN1,ENSG00000074695,18,protein-coding
CCBE1,ENSG00000183287,18,protein-coding
RPLP0P12,ENSG00000267669,18,pseudo
PMAIP1,ENSG00000141682,18,protein-coding
PLEKHB2P1,ENSG00000267066,18,pseudo
RN7SL342P,ENSG00000239398,18,pseudo
RNU6-567P,ENSG00000252555,18,pseudo
LINC03111,ENSG00000267686,18,ncRNA
RPS3AP49,ENSG00000242060,18,pseudo
RNU4-17P,ENSG00000202468,18,pseudo
LOC105372155,ENSG00000267401,18,ncRNA
MC4R,ENSG00000166603,18,protein-coding
MRPS5P4,ENSG00000266915,18,pseudo
LOC100421385,ENSG00000267687,18,pseudo
HMGN1P31,ENSG00000267513,18,pseudo
CDH20,ENSG00000101542,18,protein-coding
RNU6-116P,ENSG00000206769,18,pseudo
RNF152,ENSG00000176641,18,protein-coding
PIGN,ENSG00000197563,18,protein-coding
RELCH,ENSG00000134444,18,protein-coding
TNFRSF11A,ENSG00000141655,18,protein-coding
RPL17P44,ENSG00000241088,18,pseudo
ZCCHC2,ENSG00000141664,18,protein-coding
RN7SL705P,ENSG00000243549,18,pseudo
PHLPP1,ENSG00000081913,18,protein-coding
RNU6-142P,ENSG00000206746,18,pseudo
BCL2,ENSG00000171791,18,protein-coding
KDSR,ENSG00000119537,18,protein-coding
KDSR-DT,ENSG00000267390,18,ncRNA
VPS4B,ENSG00000119541,18,protein-coding
LOC100422317,ENSG00000267430,18,pseudo
SERPINB5,ENSG00000206075,18,protein-coding
SERPINB12,ENSG00000166634,18,protein-coding
SERPINB13,ENSG00000197641,18,protein-coding
SERPINB4,ENSG00000206073,18,protein-coding
SERPINB11,ENSG00000206072,18,protein-coding
SERPINB3,ENSG00000057149,18,protein-coding
SERPINB7,ENSG00000166396,18,protein-coding
SERPINB2,ENSG00000197632,18,protein-coding
SERPINB10,ENSG00000242550,18,protein-coding
HMSD,ENSG00000221887,18,protein-coding
LOC105372165,ENSG00000283667,18,ncRNA
SERPINB8,ENSG00000166401,18,protein-coding
LINC01924,ENSG00000267134,18,ncRNA
RPL12P39,ENSG00000237314,18,pseudo
LINC00305,ENSG00000179676,18,ncRNA
LINC01538,ENSG00000266952,18,ncRNA
LINC01916,ENSG00000264232,18,ncRNA
CDH7,ENSG00000081138,18,protein-coding
PRPF19P1,ENSG00000264685,18,pseudo
CDH19,ENSG00000071991,18,protein-coding
RNU6-1037P,ENSG00000238680,18,pseudo
MIR5011,ENSG00000263354,18,ncRNA
RPL31P9,ENSG00000264054,18,pseudo
DSEL,ENSG00000171451,18,protein-coding
DSEL-AS1,ENSG00000265533,18,ncRNA
LOC105372173,ENSG00000263594,18,ncRNA
LOC100129135,ENSG00000264104,18,pseudo
LINC01903,ENSG00000265555,18,ncRNA
LOC100131011,ENSG00000265240,18,pseudo
AKR1B10P2,ENSG00000263355,18,pseudo
TMX3,ENSG00000166479,18,protein-coding
CCDC102B,ENSG00000150636,18,protein-coding
RNU6-39P,ENSG00000207072,18,pseudo
LOC100418959,ENSG00000264236,18,pseudo
DOK6,ENSG00000206052,18,protein-coding
CD226,ENSG00000150637,18,protein-coding
RTTN,ENSG00000176225,18,protein-coding
SOCS6,ENSG00000170677,18,protein-coding
LINC01909,ENSG00000266258,18,ncRNA
LINC01910,ENSG00000266278,18,ncRNA
RPS2P6,ENSG00000214255,18,pseudo
RN7SL795P,ENSG00000239748,18,pseudo
GTSCR1,ENSG00000263417,18,ncRNA
LOC100421257,ENSG00000265639,18,pseudo
LOC105372187,ENSG00000265484,18,ncRNA
LOC100132647,ENSG00000263733,18,pseudo
LINC01541,ENSG00000260676,18,ncRNA
CBLN2,ENSG00000141668,18,protein-coding
NETO1,ENSG00000166342,18,protein-coding
RNA5SP460,ENSG00000252598,18,pseudo
MIR548AV,ENSG00000263750,18,ncRNA
LINC02864,ENSG00000263711,18,ncRNA
LINC02582,ENSG00000261780,18,ncRNA
RN7SL401P,ENSG00000241866,18,pseudo
FBXO15,ENSG00000141665,18,protein-coding
TIMM21,ENSG00000075336,18,protein-coding
RN7SL551P,ENSG00000243856,18,pseudo
CYB5A,ENSG00000166347,18,protein-coding
C18orf63,ENSG00000206043,18,protein-coding
LINC01922,ENSG00000259779,18,ncRNA
DIPK1C,ENSG00000187773,18,protein-coding
CNDP2,ENSG00000133313,18,protein-coding
CNDP1,ENSG00000150656,18,protein-coding
ZNF407-AS1,ENSG00000264247,18,ncRNA
ZNF407,ENSG00000215421,18,protein-coding
PTGR3,ENSG00000180011,18,protein-coding
TSHZ1,ENSG00000179981,18,protein-coding
SMIM21,ENSG00000206026,18,protein-coding
LINC01898,ENSG00000261194,18,ncRNA
LOC339298,ENSG00000263547,18,ncRNA
LINC01893,ENSG00000264260,18,ncRNA
LOC105372209,ENSG00000266014,18,ncRNA
ZNF516,ENSG00000101493,18,protein-coding
ZNF516-AS1,ENSG00000265778,18,ncRNA
ZNF516-DT,ENSG00000275763,18,ncRNA
LINC00908,ENSG00000266256,18,ncRNA
CCND3P2,ENSG00000265836,18,pseudo
ZNF236-DT,ENSG00000264278,18,ncRNA
RNU6-346P,ENSG00000252097,18,pseudo
ZNF236,ENSG00000130856,18,protein-coding
RPL26P35,ENSG00000244229,18,pseudo
MBP,ENSG00000197971,18,protein-coding
GALR1,ENSG00000166573,18,protein-coding
LOC124900408,ENSG00000199392,18,pseudo
LOC100421527,ENSG00000271702,18,pseudo
RNA5SP461,ENSG00000252260,18,pseudo
LINC01029,ENSG00000265843,18,ncRNA
RNU6-655P,ENSG00000199728,18,pseudo
SALL3,ENSG00000256463,18,protein-coding
ATP9B,ENSG00000166377,18,protein-coding
LOC124904332,ENSG00000267015,18,ncRNA
NFATC1,ENSG00000131196,18,protein-coding
CTDP1-DT,ENSG00000178412,18,ncRNA
CTDP1,ENSG00000060069,18,protein-coding
KCNG2,ENSG00000178342,18,protein-coding
SLC66A2,ENSG00000122490,18,protein-coding
HSBP1L1,ENSG00000226742,18,protein-coding
TXNL4A,ENSG00000141759,18,protein-coding
RBFA,ENSG00000101546,18,protein-coding
RBFADN,ENSG00000261126,18,ncRNA
SLC25A6P4,ENSG00000266909,18,pseudo
ADNP2,ENSG00000101544,18,protein-coding
PARD6G-AS1,ENSG00000267270,18,ncRNA
PARD6G,ENSG00000178184,18,protein-coding
DEFB125,ENSG00000178591,20,protein-coding
DEFB126,ENSG00000125788,20,protein-coding
DEFB127,ENSG00000088782,20,protein-coding
DEFB128,ENSG00000185982,20,protein-coding
DEFB129,ENSG00000125903,20,protein-coding
DEFB132,ENSG00000186458,20,protein-coding
C20orf96,ENSG00000196476,20,protein-coding
ZCCHC3,ENSG00000247315,20,protein-coding
NRSN2-AS1,ENSG00000225377,20,ncRNA
SOX12,ENSG00000177732,20,protein-coding
NRSN2,ENSG00000125841,20,protein-coding
TRIB3,ENSG00000101255,20,protein-coding
RBCK1,ENSG00000125826,20,protein-coding
TBC1D20,ENSG00000125875,20,protein-coding
CSNK2A1,ENSG00000101266,20,protein-coding
TCF15,ENSG00000125878,20,protein-coding
SRXN1,ENSG00000271303,20,protein-coding
SCRT2,ENSG00000215397,20,protein-coding
SLC52A3,ENSG00000101276,20,protein-coding
FAM110A,ENSG00000125898,20,protein-coding
RPS10P5,ENSG00000101278,20,pseudo
ANGPT4,ENSG00000101280,20,protein-coding
RSPO4,ENSG00000101282,20,protein-coding
PSMF1,ENSG00000125818,20,protein-coding
TMEM74B,ENSG00000125895,20,protein-coding
C20orf202,ENSG00000215595,20,protein-coding
RAD21L1,ENSG00000244588,20,protein-coding
SNPH,ENSG00000101298,20,protein-coding
SDCBP2,ENSG00000125775,20,protein-coding
SDCBP2-AS1,ENSG00000234684,20,ncRNA
FKBP1A,ENSG00000088832,20,protein-coding
MIR6869,ENSG00000284436,20,ncRNA
NSFL1C,ENSG00000088833,20,protein-coding
SIRPB2,ENSG00000196209,20,protein-coding
RNU6-917P,ENSG00000252103,20,pseudo
SIRPD,ENSG00000125900,20,protein-coding
SIRPB1,ENSG00000101307,20,protein-coding
TVP23BP3,ENSG00000271523,20,pseudo
SIRPG,ENSG00000089012,20,protein-coding
SIRPG-AS1,ENSG00000237914,20,ncRNA
RN7SL561P,ENSG00000242348,20,pseudo
CKAP2LP1,ENSG00000271461,20,pseudo
SIRPA,ENSG00000198053,20,protein-coding
PDYN-AS1,ENSG00000233896,20,ncRNA
PDYN,ENSG00000101327,20,protein-coding
STK35,ENSG00000125834,20,protein-coding
TGM3,ENSG00000125780,20,protein-coding
TGM6,ENSG00000166948,20,protein-coding
SNRPB,ENSG00000125835,20,protein-coding
ZNF343,ENSG00000088876,20,protein-coding
TMC2,ENSG00000149488,20,protein-coding
NOP56,ENSG00000101361,20,protein-coding
MIR1292,ENSG00000284481,20,ncRNA
SNORD110,ENSG00000221116,20,snoRNA
SNORA51,ENSG00000271798,20,snoRNA
SNORD86,ENSG00000212498,20,snoRNA
SNORD56,ENSG00000229686,20,snoRNA
SNORD57,ENSG00000226572,20,snoRNA
IDH3B,ENSG00000101365,20,protein-coding
EBF4,ENSG00000088881,20,protein-coding
RPL19P1,ENSG00000226217,20,pseudo
CPXM1,ENSG00000088882,20,protein-coding
C20orf141,ENSG00000258713,20,protein-coding
TMEM239,ENSG00000198326,20,protein-coding
PCED1A,ENSG00000132635,20,protein-coding
VPS16,ENSG00000215305,20,protein-coding
PTPRA,ENSG00000132670,20,protein-coding
GNRH2,ENSG00000125787,20,protein-coding
MRPS26,ENSG00000125901,20,protein-coding
OXT,ENSG00000101405,20,protein-coding
AVP,ENSG00000101200,20,protein-coding
RN7SL555P,ENSG00000263905,20,pseudo
UBOX5-AS1,ENSG00000235958,20,ncRNA
UBOX5,ENSG00000185019,20,protein-coding
FASTKD5,ENSG00000215251,20,protein-coding
LZTS3,ENSG00000088899,20,protein-coding
DDRGK1,ENSG00000198171,20,protein-coding
ITPA,ENSG00000125877,20,protein-coding
SLC4A11,ENSG00000088836,20,protein-coding
DNAAF9,ENSG00000088854,20,protein-coding
RNU6-1019P,ENSG00000201294,20,pseudo
LOC124904983,ENSG00000201346,20,snoRNA
TCEAL9P1,ENSG00000225116,20,pseudo
ATRN,ENSG00000088812,20,protein-coding
SF3A3P1,ENSG00000230568,20,pseudo
GFRA4,ENSG00000125861,20,protein-coding
ADAM33,ENSG00000149451,20,protein-coding
SIGLEC1,ENSG00000088827,20,protein-coding
HSPA12B,ENSG00000132622,20,protein-coding
ADISSP,ENSG00000101220,20,protein-coding
SPEF1,ENSG00000101222,20,protein-coding
CENPB,ENSG00000125817,20,protein-coding
CDC25B,ENSG00000101224,20,protein-coding
LINC01730,ENSG00000275491,20,ncRNA
AP5S1,ENSG00000125843,20,protein-coding
MAVS,ENSG00000088888,20,protein-coding
PANK2,ENSG00000125779,20,protein-coding
MIR103A2,ENSG00000199024,20,ncRNA
MIR103B2,ENSG00000283320,20,ncRNA
RNF24,ENSG00000101236,20,protein-coding
RPL21P2,ENSG00000215063,20,pseudo
SMOX,ENSG00000088826,20,protein-coding
LINC01433,ENSG00000230176,20,ncRNA
ADRA1D,ENSG00000171873,20,protein-coding
RPL7AP12,ENSG00000228210,20,pseudo
RPS4XP2,ENSG00000226948,20,pseudo
PRNP,ENSG00000171867,20,protein-coding
PRND,ENSG00000171864,20,protein-coding
PRNT,ENSG00000180259,20,ncRNA
RASSF2,ENSG00000101265,20,protein-coding
SLC23A2,ENSG00000089057,20,protein-coding
RPS21P7,ENSG00000234573,20,pseudo
TMEM230,ENSG00000089063,20,protein-coding
RNA5SP474,ENSG00000212536,20,pseudo
PCNA,ENSG00000132646,20,protein-coding
LOC124900464,ENSG00000212517,20,snoRNA
CDS2,ENSG00000101290,20,protein-coding
PROKR2,ENSG00000101292,20,protein-coding
RNA5-8SP7,ENSG00000200313,20,pseudo
LINC00658,ENSG00000226995,20,ncRNA
LOC124904863,ENSG00000230563,20,ncRNA
LINC00654,ENSG00000205181,20,ncRNA
RPS18P1,ENSG00000225831,20,pseudo
GPCPD1,ENSG00000125772,20,protein-coding
SHLD1,ENSG00000171984,20,protein-coding
RNU1-55P,ENSG00000202380,20,pseudo
CHGB,ENSG00000089199,20,protein-coding
TRMT6,ENSG00000089195,20,protein-coding
MCM8,ENSG00000125885,20,protein-coding
MCM8-AS1,ENSG00000278719,20,ncRNA
RN7SL498P,ENSG00000263755,20,pseudo
CRLS1,ENSG00000088766,20,protein-coding
LRRN4,ENSG00000125872,20,protein-coding
FERMT1,ENSG00000101311,20,protein-coding
SYNCRIPP1,ENSG00000234241,20,pseudo
FGFR3P3,ENSG00000276915,20,pseudo
CASC20,ENSG00000229876,20,ncRNA
BMP2,ENSG00000125845,20,protein-coding
LINC01428,ENSG00000228888,20,ncRNA
LINC01751,ENSG00000261249,20,ncRNA
MIR8062,ENSG00000278159,20,ncRNA
RN7SL547P,ENSG00000240584,20,pseudo
HSPBAP1P1,ENSG00000277315,20,pseudo
HAO1,ENSG00000101323,20,protein-coding
TMX4,ENSG00000125827,20,protein-coding
PLCB1,ENSG00000182621,20,protein-coding
PHKBP1,ENSG00000226262,20,pseudo
PLCB1-IT1,ENSG00000225479,20,ncRNA
RNU105B,ENSG00000201348,20,snoRNA
PLCB4,ENSG00000101333,20,protein-coding
LAMP5-AS1,ENSG00000225988,20,ncRNA
LAMP5,ENSG00000125869,20,protein-coding
PAK5,ENSG00000101349,20,protein-coding
ANKEF1,ENSG00000132623,20,protein-coding
SNAP25-AS1,ENSG00000227906,20,ncRNA
LOC105372524,ENSG00000232448,20,ncRNA
SNAP25,ENSG00000132639,20,protein-coding
RPL23AP6,ENSG00000214835,20,pseudo
MKKS,ENSG00000125863,20,protein-coding
LOC128706666,ENSG00000285508,20,protein-coding
LOC128706665,ENSG00000285723,20,protein-coding
SLX4IP,ENSG00000149346,20,protein-coding
JAG1,ENSG00000101384,20,protein-coding
MIR6870,ENSG00000273745,20,ncRNA
LOC101929413,ENSG00000232900,20,ncRNA
FAT1P1,ENSG00000217809,20,pseudo
RPS11P1,ENSG00000235544,20,pseudo
PGAM3P,ENSG00000237256,20,pseudo
LINC00687,ENSG00000228422,20,ncRNA
RN7SKP111,ENSG00000222281,20,pseudo
BTBD3,ENSG00000132640,20,protein-coding
BTBD3-AS1,ENSG00000236526,20,ncRNA
LINC01722,ENSG00000233048,20,ncRNA
LOC102606466,ENSG00000269931,20,ncRNA
LINC01723,ENSG00000234265,20,ncRNA
SPTLC3,ENSG00000172296,20,protein-coding
ISM1,ENSG00000101230,20,protein-coding
TASP1,ENSG00000089123,20,protein-coding
ESF1,ENSG00000089048,20,protein-coding
NDUFAF5,ENSG00000101247,20,protein-coding
SEL1L2,ENSG00000101251,20,protein-coding
RNU6-278P,ENSG00000212247,20,pseudo
MACROD2,ENSG00000172264,20,protein-coding
RPS3P1,ENSG00000230935,20,pseudo
AIMP1P1,ENSG00000234187,20,pseudo
RN7SL864P,ENSG00000239923,20,pseudo
FLRT3,ENSG00000125848,20,protein-coding
RNU6-228P,ENSG00000199570,20,pseudo
MACROD2-IT1,ENSG00000227927,20,ncRNA
RPS10P2,ENSG00000213950,20,pseudo
MACROD2-AS1,ENSG00000235914,20,ncRNA
RNU6-1159P,ENSG00000199803,20,pseudo
RNU6-115P,ENSG00000201180,20,pseudo
RNA5SP475,ENSG00000222500,20,pseudo
ENSAP1,ENSG00000224274,20,pseudo
PPIAP17,ENSG00000225622,20,pseudo
KIF16B,ENSG00000089177,20,protein-coding
SNRPB2,ENSG00000125870,20,protein-coding
OTOR,ENSG00000125879,20,protein-coding
LOC124904984,ENSG00000212165,20,pseudo
RNU6-27P,ENSG00000251955,20,pseudo
RNU1-131P,ENSG00000238833,20,pseudo
PCSK2,ENSG00000125851,20,protein-coding
BFSP1,ENSG00000125864,20,protein-coding
RPS27AP2,ENSG00000232333,20,pseudo
DSTN,ENSG00000125868,20,protein-coding
LOC100286962,ENSG00000230495,20,pseudo
RRBP1,ENSG00000125844,20,protein-coding
BANF2,ENSG00000125888,20,protein-coding
SNX5,ENSG00000089006,20,protein-coding
OVOL2,ENSG00000125850,20,protein-coding
SNORD17,ENSG00000212232,20,snoRNA
MGME1,ENSG00000125871,20,protein-coding
RPL15P1,ENSG00000227343,20,pseudo
RNU7-137P,ENSG00000252597,20,pseudo
PET117,ENSG00000232838,20,protein-coding
KAT14,ENSG00000149474,20,protein-coding
RN7SL14P,ENSG00000266720,20,pseudo
RNU2-56P,ENSG00000252635,20,pseudo
ZNF133,ENSG00000125846,20,protein-coding
LINC00851,ENSG00000237282,20,ncRNA
DZANK1,ENSG00000089091,20,protein-coding
RNA5SP476,ENSG00000252422,20,pseudo
POLR3F,ENSG00000132664,20,protein-coding
MIR3192,ENSG00000265137,20,ncRNA
RPL21P3,ENSG00000225419,20,pseudo
RBBP9,ENSG00000089050,20,protein-coding
RPS19P1,ENSG00000214612,20,pseudo
SEC23B,ENSG00000101310,20,protein-coding
SMIM26,ENSG00000232388,20,protein-coding
DTD1,ENSG00000125821,20,protein-coding
RN7SL638P,ENSG00000243702,20,pseudo
RNU6ATAC34P,ENSG00000221806,20,pseudo
DTD1-AS1,ENSG00000233993,20,ncRNA
EEF1A1P34,ENSG00000233324,20,pseudo
LINC00652,ENSG00000179935,20,ncRNA
LCDR,ENSG00000273148,20,ncRNA
SCP2D1,ENSG00000132631,20,protein-coding
SLC24A3,ENSG00000185052,20,protein-coding
SLC24A3-AS1,ENSG00000179447,20,ncRNA
RIN2,ENSG00000132669,20,protein-coding
RPL12P12,ENSG00000236992,20,pseudo
NAA20,ENSG00000173418,20,protein-coding
CRNKL1,ENSG00000101343,20,protein-coding
CFAP61,ENSG00000089101,20,protein-coding
LOC124904880,ENSG00000241054,20,ncRNA
RPL17P1,ENSG00000229500,20,pseudo
RN7SL690P,ENSG00000264879,20,pseudo
INSM1,ENSG00000173404,20,protein-coding
RALGAPA2,ENSG00000188559,20,protein-coding
EIF4E2P1,ENSG00000213384,20,pseudo
LLPHP1,ENSG00000270793,20,pseudo
RN7SL607P,ENSG00000278525,20,pseudo
LINC00237,ENSG00000225127,20,ncRNA
RPL24P2,ENSG00000235065,20,pseudo
KIZ,ENSG00000088970,20,protein-coding
RNA5SP477,ENSG00000199509,20,pseudo
KIZ-AS1,ENSG00000232712,20,ncRNA
RPS15AP1,ENSG00000214535,20,pseudo
XRN2,ENSG00000088930,20,protein-coding
NKX2-4,ENSG00000125816,20,protein-coding
